File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF996MFL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZQ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF865TBQ/, /files/ENCFF560OWG/, /files/ENCFF658PBP/	670329	ENCODE Processing Pipeline	2a6ae1ae9558db612c404a483ba08f34		https://www.encodeproject.org/files/ENCFF996MFL/@@download/ENCFF996MFL.bed.gz				released	s3://encode-public/2020/12/26/de033be9-2c66-4348-bacb-1b8305011b9e/ENCFF996MFL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/de033be9-2c66-4348-bacb-1b8305011b9e/ENCFF996MFL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth	control insufficient read depth	
ENCFF725MJO	bigWig	bigWig		signal p-value	GRCh38	ENCSR057DTZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZBTB11'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27107/'], '@type': ['Target', 'Item'], 'label': 'ZBTB11', 'title': 'ZBTB11 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e6b7c1f8-62d9-48fb-a633-b01a6c77ac69', 'schema_version': '14', 'name': 'ZBTB11-human', '@id': '/targets/ZBTB11-human/', 'status': 'released'}				ZBTB11-human	DNA				formaldehyde		2022-06-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF044JTQ/, /files/ENCFF620DRI/, /files/ENCFF897HIU/	1760102092	ENCODE Processing Pipeline	d80293ab60a7790509dba710431599cd		https://www.encodeproject.org/files/ENCFF725MJO/@@download/ENCFF725MJO.bigWig				released	s3://encode-public/2020/07/09/66414eae-66ef-4d10-b9a7-9717ccf7bd93/ENCFF725MJO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/66414eae-66ef-4d10-b9a7-9717ccf7bd93/ENCFF725MJO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking		
ENCFF083GTV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR057DTZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZBTB11'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27107/'], '@type': ['Target', 'Item'], 'label': 'ZBTB11', 'title': 'ZBTB11 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e6b7c1f8-62d9-48fb-a633-b01a6c77ac69', 'schema_version': '14', 'name': 'ZBTB11-human', '@id': '/targets/ZBTB11-human/', 'status': 'released'}				ZBTB11-human	DNA				formaldehyde		2022-06-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF044JTQ/, /files/ENCFF356LFX/, /files/ENCFF620DRI/, /files/ENCFF897HIU/	53626	ENCODE Processing Pipeline	169be69044b9490756d4da450e52a8d0		https://www.encodeproject.org/files/ENCFF083GTV/@@download/ENCFF083GTV.bed.gz				released	s3://encode-public/2020/07/09/2cf2e21d-0da6-474a-96d6-85e47972f890/ENCFF083GTV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/2cf2e21d-0da6-474a-96d6-85e47972f890/ENCFF083GTV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking		
ENCFF431EUZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR057DTZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZBTB11'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27107/'], '@type': ['Target', 'Item'], 'label': 'ZBTB11', 'title': 'ZBTB11 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e6b7c1f8-62d9-48fb-a633-b01a6c77ac69', 'schema_version': '14', 'name': 'ZBTB11-human', '@id': '/targets/ZBTB11-human/', 'status': 'released'}				ZBTB11-human	DNA				formaldehyde		2022-06-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF083GTV/	147010	ENCODE Processing Pipeline	f38b2f242b5f39b3c3eed369666a52b4		https://www.encodeproject.org/files/ENCFF431EUZ/@@download/ENCFF431EUZ.bigBed				released	s3://encode-public/2020/07/09/24d8fa5e-5c39-479d-948d-a15ed5c756cd/ENCFF431EUZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/24d8fa5e-5c39-479d-948d-a15ed5c756cd/ENCFF431EUZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification characterization, mild to moderate bottlenecking		
ENCFF157HQD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR748SQL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1112'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/63977/'], '@type': ['Target', 'Item'], 'name': 'PRDM15-human', 'label': 'PRDM15', '@id': '/targets/PRDM15-human/', 'title': 'PRDM15 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f055571b-35dc-42c2-b04f-7f0429bba36e', 'status': 'released'}				PRDM15-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF814BPN/, /files/ENCFF669ARL/, /files/ENCFF356LFX/, /files/ENCFF516IBY/	34823	ENCODE Processing Pipeline	92eb8ccfa601c06d7d99b42e8547d60d		https://www.encodeproject.org/files/ENCFF157HQD/@@download/ENCFF157HQD.bed.gz				released	s3://encode-public/2020/05/14/b78609f3-50dc-4872-9dc1-898b46373ec7/ENCFF157HQD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/05/14/b78609f3-50dc-4872-9dc1-898b46373ec7/ENCFF157HQD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF951QVH	bigWig	bigWig		signal p-value	GRCh38	ENCSR748SQL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1112'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/63977/'], '@type': ['Target', 'Item'], 'name': 'PRDM15-human', 'label': 'PRDM15', '@id': '/targets/PRDM15-human/', 'title': 'PRDM15 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f055571b-35dc-42c2-b04f-7f0429bba36e', 'status': 'released'}				PRDM15-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF814BPN/, /files/ENCFF669ARL/, /files/ENCFF516IBY/	1425682408	ENCODE Processing Pipeline	05e39ebf72b8dfb7fb4758d72444ec8e		https://www.encodeproject.org/files/ENCFF951QVH/@@download/ENCFF951QVH.bigWig				released	s3://encode-public/2020/05/14/931199e2-2a68-4918-80c3-67bc2e88b0bf/ENCFF951QVH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/05/14/931199e2-2a68-4918-80c3-67bc2e88b0bf/ENCFF951QVH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF445SXY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR748SQL	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1112'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/63977/'], '@type': ['Target', 'Item'], 'name': 'PRDM15-human', 'label': 'PRDM15', '@id': '/targets/PRDM15-human/', 'title': 'PRDM15 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f055571b-35dc-42c2-b04f-7f0429bba36e', 'status': 'released'}				PRDM15-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF157HQD/	128616	ENCODE Processing Pipeline	fb578917bf6a772e0c9445723a699081		https://www.encodeproject.org/files/ENCFF445SXY/@@download/ENCFF445SXY.bigBed				released	s3://encode-public/2020/05/14/cbafefc5-2771-4ac7-9096-4defe54a735a/ENCFF445SXY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/05/14/cbafefc5-2771-4ac7-9096-4defe54a735a/ENCFF445SXY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF686FAA	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BKA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ETS1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356DMQ/, /files/ENCFF849IMG/, /files/ENCFF554UVL/	513694071	ENCODE Processing Pipeline	d68264f1acccc664ecedff75b7a8d6a4		https://www.encodeproject.org/files/ENCFF686FAA/@@download/ENCFF686FAA.bigWig				released	s3://encode-public/2020/12/28/29b989b0-2c41-4e8f-a9ed-d7b3540ec86c/ENCFF686FAA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/29b989b0-2c41-4e8f-a9ed-d7b3540ec86c/ENCFF686FAA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF568AZT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ETS1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356DMQ/, /files/ENCFF356LFX/, /files/ENCFF849IMG/, /files/ENCFF554UVL/	224244	ENCODE Processing Pipeline	ca5112bdd32ecd305228f6a3e7f94b77		https://www.encodeproject.org/files/ENCFF568AZT/@@download/ENCFF568AZT.bed.gz				released	s3://encode-public/2020/12/28/2dbeab07-24de-4fc6-93af-2a6299798a2a/ENCFF568AZT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/2dbeab07-24de-4fc6-93af-2a6299798a2a/ENCFF568AZT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF019FEB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ETS1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF568AZT/	444550	ENCODE Processing Pipeline	347b41338b7f2e8eac5a4a2bb099df63		https://www.encodeproject.org/files/ENCFF019FEB/@@download/ENCFF019FEB.bigBed				released	s3://encode-public/2020/12/28/7a3fa347-b1ca-45c7-ab14-720ee72596be/ENCFF019FEB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/7a3fa347-b1ca-45c7-ab14-720ee72596be/ENCFF019FEB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF361EVH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF042LWY/, /files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF456EJZ/, /files/ENCFF356LFX/, /files/ENCFF883PZJ/	239736	ENCODE Processing Pipeline	ad902946a10c59664a1bf80e3dd41821		https://www.encodeproject.org/files/ENCFF361EVH/@@download/ENCFF361EVH.bed.gz				released	s3://encode-public/2021/01/08/ce23de71-744e-4e4b-9d2a-a5c4b737747e/ENCFF361EVH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/ce23de71-744e-4e4b-9d2a-a5c4b737747e/ENCFF361EVH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, low read depth		
ENCFF849VCQ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF361EVH/	546399	ENCODE Processing Pipeline	b6227fda79d2108a01c3d504f320f17b		https://www.encodeproject.org/files/ENCFF849VCQ/@@download/ENCFF849VCQ.bigBed				released	s3://encode-public/2021/01/08/e735fc93-cbd5-42df-9203-7b2afd7e09b5/ENCFF849VCQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/e735fc93-cbd5-42df-9203-7b2afd7e09b5/ENCFF849VCQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, low read depth		
ENCFF167ECI	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DZF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF042LWY/, /files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF456EJZ/, /files/ENCFF883PZJ/	604443082	ENCODE Processing Pipeline	c6015bcfe4b89ee9435144e0e522d807		https://www.encodeproject.org/files/ENCFF167ECI/@@download/ENCFF167ECI.bigWig				released	s3://encode-public/2021/01/08/321f7706-8568-4047-a1e4-93d6c5c39051/ENCFF167ECI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/321f7706-8568-4047-a1e4-93d6c5c39051/ENCFF167ECI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, low read depth		
ENCFF983OKU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR412YGM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZSCAN29-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF828NYA/	261205	ENCODE Processing Pipeline	1dd321694cad9564c35974b19d657318		https://www.encodeproject.org/files/ENCFF983OKU/@@download/ENCFF983OKU.bigBed				released	s3://encode-public/2020/12/04/b94835d5-bd73-4fc9-a30f-7dbbeebe1af8/ENCFF983OKU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/b94835d5-bd73-4fc9-a30f-7dbbeebe1af8/ENCFF983OKU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF038SSG	bigWig	bigWig		signal p-value	GRCh38	ENCSR412YGM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZSCAN29-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF711JVL/, /files/ENCFF232AKP/, /files/ENCFF724UTV/, /files/ENCFF377KFK/	1751861465	ENCODE Processing Pipeline	623461fd08d4eb69c1856fe20b6b72d5		https://www.encodeproject.org/files/ENCFF038SSG/@@download/ENCFF038SSG.bigWig				released	s3://encode-public/2020/12/04/fc6426bc-c1a3-46b0-bd9d-343e687b06e4/ENCFF038SSG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/fc6426bc-c1a3-46b0-bd9d-343e687b06e4/ENCFF038SSG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF828NYA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR412YGM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZSCAN29-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF724UTV/, /files/ENCFF711JVL/, /files/ENCFF356LFX/, /files/ENCFF377KFK/	103988	ENCODE Processing Pipeline	b1774d2776de5ba9da94b569fac4eea4		https://www.encodeproject.org/files/ENCFF828NYA/@@download/ENCFF828NYA.bed.gz				released	s3://encode-public/2020/12/04/db85b6a7-8e0b-4ff9-9d72-ddfb8427d8fe/ENCFF828NYA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/db85b6a7-8e0b-4ff9-9d72-ddfb8427d8fe/ENCFF828NYA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF012ZPU	bigWig	bigWig		signal p-value	GRCh38	ENCSR441VHN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF377KFK/, /files/ENCFF247FMB/, /files/ENCFF487CFV/	2076339900	ENCODE Processing Pipeline	d2f2af4a351e0721c7fc4af4d74d4e6f		https://www.encodeproject.org/files/ENCFF012ZPU/@@download/ENCFF012ZPU.bigWig				released	s3://encode-public/2020/12/04/f931b633-f106-458b-9d3f-88065ae839fa/ENCFF012ZPU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/f931b633-f106-458b-9d3f-88065ae839fa/ENCFF012ZPU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF824TGK	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR441VHN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF448JWW/	2542341	ENCODE Processing Pipeline	92ffcb15e5537cb37eaf2acb203a92c8		https://www.encodeproject.org/files/ENCFF824TGK/@@download/ENCFF824TGK.bigBed				released	s3://encode-public/2020/12/04/ba57becf-1d3e-4f64-afb2-aeb6f2fa8940/ENCFF824TGK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/ba57becf-1d3e-4f64-afb2-aeb6f2fa8940/ENCFF824TGK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF448JWW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR441VHN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF356LFX/, /files/ENCFF487CFV/, /files/ENCFF377KFK/, /files/ENCFF247FMB/	1321131	ENCODE Processing Pipeline	5b0cd5e95705235e764884a58adc74c0		https://www.encodeproject.org/files/ENCFF448JWW/@@download/ENCFF448JWW.bed.gz				released	s3://encode-public/2020/12/04/51dcf99c-6b92-43ad-91bb-5a50466dc144/ENCFF448JWW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/51dcf99c-6b92-43ad-91bb-5a50466dc144/ENCFF448JWW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF051AGM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR549NPZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CBX3-human	DNA						2016-11-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF670JSE/	95845	ENCODE Processing Pipeline	541eeb46d82056353c9dfe5c201a7401		https://www.encodeproject.org/files/ENCFF051AGM/@@download/ENCFF051AGM.bigBed				released	s3://encode-public/2020/12/01/acdcf8fb-9a70-4607-a9eb-69d2603a14e5/ENCFF051AGM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/acdcf8fb-9a70-4607-a9eb-69d2603a14e5/ENCFF051AGM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read depth		
ENCFF561TEK	bigWig	bigWig		signal p-value	GRCh38	ENCSR549NPZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CBX3-human	DNA						2016-11-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF490CWU/, /files/ENCFF748NUK/, /files/ENCFF994WVU/, /files/ENCFF640LQQ/, /files/ENCFF556URJ/, /files/ENCFF834ZDP/	1618054288	ENCODE Processing Pipeline	a1b87953adca49f278e7621e00a2cf09		https://www.encodeproject.org/files/ENCFF561TEK/@@download/ENCFF561TEK.bigWig				released	s3://encode-public/2020/12/01/491d32a1-ccd4-4eec-9f40-d91ebb3c154b/ENCFF561TEK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/491d32a1-ccd4-4eec-9f40-d91ebb3c154b/ENCFF561TEK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read depth		
